question_id,task_type,subtype,split,quality_checked,candidate_id,source_hotpot_id,source_status,check_status,question,gold_documents,notes
mh_0049,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0069,5a8113d455429938b61422ac,accepted,accepted_llm_verified,"What multi-purpose arena in Southaven, Mississippi is the home of the Memphis Hustle and the Mississippi RiverKings?",doc_landers_center_3ab76f4674|doc_memphis_hustle_cb84e604f6,
mh_0050,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0070,5ac3f83b554299204fd21ee5,accepted,accepted_llm_verified,"Grinderman and DIIV, are bands of which mutual genre?",doc_diiv_58473c83c8|doc_grinderman_7a8e0f027f,
mh_0051,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0071,5ac194dc5542994ab5c67d85,accepted,accepted_llm_verified,"The Mitchell County School District is a public school district in Mitchell County, Georgia, based in Camilla, a city in Mitchell County, Georgia, and is its county seat, is in which country?",doc_camilla_georgia_e33949341c|doc_mitchell_county_school_district_778a1f1eeb,
mh_0052,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0074,5a876e5b5542996e4f3087ee,accepted,accepted_llm_verified,Which cast member of Exit 57 also appears on BoJack Horseman ?,doc_amy_sedaris_aadf1f5842|doc_exit_57_21c5b0ed82,
mh_0053,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0075,5a8f4e525542992414482a2f,accepted,accepted_llm_verified,"What area of Hong Kong is in the northern part of Mong Kok, where the north end of Canton Road terminates?",doc_canton_road_7ef6e0149a|doc_mong_kok_8971576aad,
mh_0054,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0078,5ae753715542997b22f6a6d9,accepted,accepted_llm_verified,40 Pounds of Trouble is a retelling of the story by the newspaperman of what nationality?,doc_40_pounds_of_trouble_c7fc92179a|doc_damon_runyon_8e14f425a1,
mh_0055,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0081,5ae69eac5542996d980e7c63,accepted,accepted_llm_verified,Which rock music fusion genre is adopted by Christian metal band Embodyment on their fourth album?,doc_alternative_metal_63537f4935|doc_songs_for_the_living_20ba070019,
mh_0056,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0084,5ab5aad65542992aa134a37c,accepted,accepted_llm_verified,What Italian pop music duo stared in the 1968 film L'oro del mondo directed by Aldo Grimaldi?,doc_al_bano_and_romina_power_8e0c7aa450|doc_l_oro_del_mondo_1f90cf492c,
mh_0057,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0085,5ae0c13a5542993d6555ec40,accepted,accepted_llm_verified,What is the area code of the British Overseas Territory in the Caribbean?,doc_area_code_284_4017c35680|doc_british_virgin_islands_1fc1b5b29c,
mh_0058,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0087,5ae212d4554299495565d9e0,accepted,accepted_llm_verified,"The first major project for the Roller Coaster Corporation of America was renamed, and is now called what?",doc_iron_rattler_1de2147b7f|doc_roller_coaster_corporation_of_america_dbcc0b9700,
mh_0059,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0089,5adf353e5542993a75d26426,accepted,accepted_llm_verified,Where did Kent Patterson play his home games until he became a free agent?,doc_kent_patterson_454e0d85ef|doc_wichita_thunder_ff5357fd36,
mh_0060,multi_hop_relation,hotpot_relation_verified,final,True,mh_cand_0090,5abdb12e55429965af743dcb,accepted,accepted_llm_verified,Li Fanghua is an editor of what peer reviewed journal of physics?,doc_chinese_journal_of_physics_75e5132659|doc_li_fanghua_4a2e40951e,
ex_title_0001,exact_file_lookup,title_anchor,final,True,ex_title_cand_0001,5ae14cfe55429920d52343bf,accepted,accepted_llm_verified,"In the ""Apollo Creed"" document, what title did the character portrayed by Carl Weathers hold in the Rocky films?",doc_apollo_creed_1417ad5f58,
ex_title_0002,exact_file_lookup,title_anchor,final,True,ex_title_cand_0002,5ae09c3c5542993d6555ebb9,accepted,accepted_llm_verified,"In the ""The Hudson Independent"" document, what village in the town of Greenburgh is served by the monthly newspaper?",doc_the_hudson_independent_ad831bd22e,
ex_title_0003,exact_file_lookup,title_anchor,final,True,ex_title_cand_0003,5ae84a685542997ec272779a,accepted,accepted_llm_verified,"In the ""Krista Detor"" document, what is the name of the BBC presenter who featured Krista Detor's music?",doc_krista_detor_30ad95fad3,
ex_title_0004,exact_file_lookup,title_anchor,final,True,ex_title_cand_0004,5ac3bbc6554299391541390f,accepted,accepted_llm_verified,"In the ""...And Justice for All (album)"" document, what is the name of the bassist who first appeared on this Metallica studio album following the death of Cliff Burton?",doc_and_justice_for_all_album_af1d4f608e,
ex_title_0005,exact_file_lookup,title_anchor,final,True,ex_title_cand_0005,5ae3097255429928c42395b7,accepted,accepted_llm_verified,"In the ""Kurt Fearnley"" document, what is the full name of the Australian wheelchair racer who won gold medals at the Paralympic Games and crawled the Kokoda Track?",doc_kurt_fearnley_94e53fd1b1,
ex_title_0006,exact_file_lookup,title_anchor,final,True,ex_title_cand_0006,5a8999d95542993b751ca957,accepted,accepted_llm_verified,"In the ""Nelson DeMille"" document, what is the full name and profession of the author associated with the novel ""Plum Island""?",doc_nelson_demille_9ffe40f2d7,
ex_title_0007,exact_file_lookup,title_anchor,final,True,ex_title_cand_0009,5adceff95542992c1e3a24c4,accepted,accepted_llm_verified,"In the ""Frederick the Great"" document, what title did Frederick hold as the last ruler before declaring himself King of Prussia?",doc_frederick_the_great_3d81601b9c,
ex_title_0008,exact_file_lookup,title_anchor,final,True,ex_title_cand_0010,5ae7bd445542994a481bbdca,accepted,accepted_llm_verified,"In the ""The Marathon (mixtape)"" document, what is the name of the mixtape by American rapper Nipsey Hussle?",doc_the_marathon_mixtape_62122f466a,
ex_title_0009,exact_file_lookup,title_anchor,final,True,ex_title_cand_0011,5addd5ef5542990dbb2f7ea2,accepted,accepted_llm_verified,"In the ""Recluse spider"" document, what family are recluse spiders now identified as members of?",doc_recluse_spider_c9db7a8f0e,
ex_title_0010,exact_file_lookup,title_anchor,final,True,ex_title_cand_0013,5ac26f735542992f1f2b38c7,accepted,accepted_llm_verified,"In the ""Heaven's a Lie"" document, what is the name of the leading vocalist who explained the meaning of the song in an interview with HighWireDaze.com?",doc_heaven_s_a_lie_fd39e3e35d,
ex_title_0011,exact_file_lookup,title_anchor,final,True,ex_title_cand_0014,5a8034d9554299485f59858b,accepted,accepted_llm_verified,"In the ""Nada Surf"" document, what is the full lineup of band members currently in Nada Surf?",doc_nada_surf_b39c500d30,
ex_title_0012,exact_file_lookup,title_anchor,final,True,ex_title_cand_0015,5a847a8a5542992ef85e2412,accepted,accepted_llm_verified,"In the ""Killer Pad"" document, what is the name of the 2008 comedy/horror film directed by Robert Englund and starring Daniel Franzese, Eric Jungmann, and Shane McRae?",doc_killer_pad_b6020a4c8a,
ex_title_0013,exact_file_lookup,title_anchor,final,True,ex_title_cand_0017,5a78acf05542990784727729,accepted,accepted_llm_verified,"In the ""Sahil Vaid"" document, what was the first movie in the franchise that Sahil Vaid appeared in?",doc_sahil_vaid_22fd85d979,
ex_title_0014,exact_file_lookup,title_anchor,final,True,ex_title_cand_0018,5ab25256554299449642c875,accepted,accepted_llm_verified,"In the ""Hani (singer)"" document, what is the stage name of Ahn Hee-yeon?",doc_hani_singer_cf39ea6911,
ex_title_0015,exact_file_lookup,title_anchor,final,True,ex_title_cand_0022,5a83876c5542992ef85e22de,accepted,accepted_llm_verified,"In the ""Fruit Bowl"" document, what location was Kezar Stadium, the venue for the post-season college football bowl game, situated in?",doc_fruit_bowl_862c8f6355,
ex_title_0016,exact_file_lookup,title_anchor,final,True,ex_title_cand_0025,5ae72ba35542991e8301cb83,accepted,accepted_llm_verified,"In the ""Morphett Vale, South Australia"" document, what is the land area of the suburb?",doc_morphett_vale_south_australia_0e09b47b49,
ex_title_0017,exact_file_lookup,title_anchor,final,True,ex_title_cand_0026,5a8362ee5542992ef85e22a4,accepted,accepted_llm_verified,"In the ""John Stewart Kennedy"" document, who was a member of the Jekyll Island Club alongside John Stewart Kennedy and is also associated with Standard Oil?",doc_john_stewart_kennedy_d51ed57955,
ex_title_0018,exact_file_lookup,title_anchor,final,True,ex_title_cand_0027,5a78c57e55429970f5fffd7a,accepted,accepted_llm_verified,"In the ""Alfred Santell"" document, what is the birth date of Alfred Santell?",doc_alfred_santell_447a6b9c8e,
ex_title_0019,exact_file_lookup,title_anchor,final,True,ex_title_cand_0028,5a8b6b5455429950cd6afceb,accepted,accepted_llm_verified,"In the ""Nikka Whisky Distilling"" document, what is the headquarters location of the producer of Japanese whisky?",doc_nikka_whisky_distilling_71ace65785,
ex_title_0020,exact_file_lookup,title_anchor,final,True,ex_title_cand_0029,5ae159565542990adbacf762,accepted,accepted_llm_verified,"In the ""Padmanav Bordoloi"" document, what Indian state are both Padmanav Bordoloi and Papon from?",doc_padmanav_bordoloi_1569eb406d,
ex_date_0001,exact_file_lookup,date_number_lookup,final,True,ex_date_cand_0001,5ac38516554299741d48a273,accepted,accepted_llm_verified,"Which document mentions December 15, 2016 as the date when the 29th Chicago Film Critics Association Awards were announced?",doc_chicago_film_critics_association_awards_2016_e2f8922253,
ex_date_0002,exact_file_lookup,date_number_lookup,final,True,ex_date_cand_0002,5ae12d10554299422ee9961c,accepted,accepted_llm_verified,"Which document mentions a person born on March 23, 1902 who had political battles with George Roby Dempster?",doc_cas_walker_511c532b9a,
ex_date_0003,exact_file_lookup,date_number_lookup,final,True,ex_date_cand_0003,5a74576755429979e2882911,accepted,accepted_llm_verified,"Which document mentions ""1789"" and describes a song written by Leonard McNally with music by James Hook?",doc_the_lass_of_richmond_hill_eef4afd8ec,
ex_date_0004,exact_file_lookup,date_number_lookup,final,True,ex_date_cand_0004,5a8a11a35542992e4fca84ee,accepted,accepted_llm_verified,"Which document mentions ""1907"" and a history of St. Joseph County?",doc_timothy_edward_howard_99231da97f,
ex_date_0005,exact_file_lookup,date_number_lookup,final,True,ex_date_cand_0005,5ae322655542994393b9e61f,accepted,accepted_llm_verified,Which document mentions a crime novel published in 1969 featuring the character Tom Hagen?,doc_the_godfather_novel_fc28ebea3b,
ex_date_0006,exact_file_lookup,date_number_lookup,final,True,ex_date_cand_0006,5ab98e00554299753720f830,accepted,accepted_llm_verified,Which document mentions the 2001 American mystery horror film directed by the Hughes brothers?,doc_from_hell_film_b81bd094f5,
ex_date_0007,exact_file_lookup,date_number_lookup,final,True,ex_date_cand_0007,5a7b21a1554299042af8f6f9,accepted,accepted_llm_verified,"Which document mentions ""April 6, 1972"" in the record of the co-founder of MX Digital who starred on The Wonder Years?",doc_jason_hervey_20d8239ecb,
ex_date_0008,exact_file_lookup,date_number_lookup,final,True,ex_date_cand_0009,5aded1a85542993344016ba3,accepted,accepted_llm_verified,Which document mentions 40 species for a genus in the family Lamiaceae?,doc_lamium_2689cf6952,
ex_date_0009,exact_file_lookup,date_number_lookup,final,True,ex_date_cand_0010,5a7a58675542990783324f1f,accepted,accepted_llm_verified,"Which document mentions ""12 September 1834"" and describes a great grandniece of Kamehameha I who was a great granddaughter of Kalokuokamaile, the older brother of Kamehameha I, founder of the Kingdom of Hawaii?",doc_elizabeth_kekaaniau_e4ff7b5363,
ex_date_0010,exact_file_lookup,date_number_lookup,final,True,ex_date_cand_0011,5a78e760554299029c4b5ed4,accepted,accepted_llm_verified,"Which document contains the record of the South African writer, political activist and recipient of the 1991 Nobel Prize in Literature who died on 13 July 2014?",doc_nadine_gordimer_8c64d2fc2a,
ex_date_0011,exact_file_lookup,date_number_lookup,final,True,ex_date_cand_0012,5ac3a5fe554299391541387f,accepted,accepted_llm_verified,"Which document mentions September 18, 1978 and contains information about the nationality of the comedian and actor who co-starred in Difficult People?",doc_billy_eichner_6f189afe28,
ex_date_0012,exact_file_lookup,date_number_lookup,final,True,ex_date_cand_0014,5ac266ff5542992f1f2b38b3,accepted,accepted_llm_verified,"Which document mentions April 2, 1842, and describes an Italian adolescent student of Saint John Bosco?",doc_dominic_savio_d883c6c80a,
ex_date_0013,exact_file_lookup,date_number_lookup,final,True,ex_date_cand_0015,5a78a4315542990784727704,accepted,accepted_llm_verified,"Which document mentions exit 17 and describes the location of Route 495 in Hudson County, New Jersey?",doc_new_jersey_route_495_698ee7b2a6,
ex_date_0014,exact_file_lookup,date_number_lookup,final,True,ex_date_cand_0016,5a8eda6b55429917b4a5bde1,accepted,accepted_llm_verified,Which document mentions an actor from a 1962 film who also appeared in The Parent Trap?,doc_moon_pilot_59e018a30c,
ex_date_0015,exact_file_lookup,date_number_lookup,final,True,ex_date_cand_0021,5ac300f1554299218029dbb6,accepted,accepted_llm_verified,"Which document mentions ""2"" in the context of a 2011 American computer-animated action comedy spy film produced by Pixar Animation Studios for Walt Disney Pictures?",doc_cars_2_0ead5c70b1,
ex_date_0016,exact_file_lookup,date_number_lookup,final,True,ex_date_cand_0024,5ab238af554299340b52549e,accepted,accepted_llm_verified,"Which document mentions ""1964"" and describes a British comedy film directed by Duncan Wood?",doc_the_bargee_1679af0316,
ex_date_0017,exact_file_lookup,date_number_lookup,final,True,ex_date_cand_0025,5a7defcd5542990b8f503afb,accepted,accepted_llm_verified,"Which document mentions the rank 23 for the lead single from the album ""Women in Technology"" in the United States?",doc_white_town_d370c1969d,
ex_date_0018,exact_file_lookup,date_number_lookup,final,True,ex_date_cand_0027,5a79e421554299029c4b5f82,accepted,accepted_llm_verified,"Which document mentions February 24, 1953 and states that the person is a musician?",doc_derek_st_holmes_f2a09ceb63,
ex_date_0019,exact_file_lookup,date_number_lookup,final,True,ex_date_cand_0028,5a7aa6645542992d025e66db,accepted,accepted_llm_verified,"Which document mentions ""1960"" and states that a cinematographer is best known for a 2016 film directed by which director?",doc_giles_nuttgens_5725f509c0,
ex_date_0020,exact_file_lookup,date_number_lookup,final,True,ex_date_cand_0029,5ac3c69d554299204fd21e51,accepted,accepted_llm_verified,"Which document mentions ""1881"" and describes a Hungarian folk opera with spoken dialogue and songs?",doc_h_ry_j_nos_5eafdaa3d6,
ex_phrase_0001,exact_file_lookup,exact_phrase_lookup,final,True,ex_phrase_cand_0001,5a8acd085542995153361385,accepted,accepted_llm_verified,"Which document contains the exact phrase ""NDOORS Corporation."" and describes a free-to-play 3D tactical massively multiplayer online role-playing game?",doc_atlantica_online_ecc5a0101c,
ex_phrase_0002,exact_file_lookup,exact_phrase_lookup,final,True,ex_phrase_cand_0008,5ae6a8a75542995703ce8b82,accepted,accepted_llm_verified,"Which document contains the exact phrase ""General Dynamics Armament Systems"" and mentions its former name, Saco Defense?",doc_saco_maine_ccbc57c916,
ex_phrase_0003,exact_file_lookup,exact_phrase_lookup,final,True,ex_phrase_cand_0009,5add4fb95542997545bbbd2e,accepted,accepted_llm_verified,"Which document contains the exact phrase ""Billboard Hot"" and mentions a Nine Inch Nails song that peaked at number 31 on the chart?",doc_the_hand_that_feeds_c1e4dec470,
ex_phrase_0004,exact_file_lookup,exact_phrase_lookup,final,True,ex_phrase_cand_0010,5ac289b45542992f1f2b38f0,accepted,accepted_llm_verified,"Which document contains the exact phrase ""Jonathan Mark Howson"" and states that he plays as a central midfielder for Middlesbrough in the Championship?",doc_jonny_howson_79b574f1dc,
ex_phrase_0005,exact_file_lookup,exact_phrase_lookup,final,True,ex_phrase_cand_0011,5a8386b3554299123d8c2147,accepted,accepted_llm_verified,"Which document contains the exact phrase ""Rare Day and"" and describes a British documentary television programme broadcast on Channel 4?",doc_big_ballet_6abbbe6de3,
ex_phrase_0006,exact_file_lookup,exact_phrase_lookup,final,True,ex_phrase_cand_0012,5a79d9e55542994f819ef0cf,accepted,accepted_llm_verified,"Which document contains the exact phrase ""Two World Wars and One World"" and describes a football song sung by supporters of the England national football team to the tune of ""Camptown Races"" as part of the England–Germany football rivalry?",doc_two_world_wars_and_one_world_cup_778e2eb388,
ex_phrase_0007,exact_file_lookup,exact_phrase_lookup,final,True,ex_phrase_cand_0013,5a7b53a95542995eb53be919,accepted,accepted_llm_verified,"Which document contains the exact phrase ""Louis Theroux."" and describes the series of documentary films he created?",doc_when_louis_met_6585229b65,
ex_phrase_0008,exact_file_lookup,exact_phrase_lookup,final,True,ex_phrase_cand_0014,5a8d9e91554299441c6ba016,accepted,accepted_llm_verified,"Which document contains the exact phrase ""Joseph and Meaghan Oppenheimer"" and describes a 2015 drama film directed by Max Joseph?",doc_we_are_your_friends_film_d30c613a57,
ex_phrase_0009,exact_file_lookup,exact_phrase_lookup,final,True,ex_phrase_cand_0016,5ae0b88c55429924de1b7142,accepted,accepted_llm_verified,"Which document contains the exact phrase ""Senior Adviser and Counsel"" and describes the individual who served in that role for Hillary Clinton's 2008 presidential campaign?",doc_cheryl_mills_113a1039d4,
ex_phrase_0010,exact_file_lookup,exact_phrase_lookup,final,True,ex_phrase_cand_0019,5a823f3055429940e5e1a80d,accepted,accepted_llm_verified,"Which document contains the exact phrase ""The Place Beyond the Pines"" and mentions Dane William DeHaan's role in a 2012 film?",doc_dane_dehaan_68815e5fe1,
ex_phrase_0011,exact_file_lookup,exact_phrase_lookup,final,True,ex_phrase_cand_0020,5a7a639f55429941d65f260d,accepted,accepted_llm_verified,"Which document contains the exact phrase ""Frew Donald McMillan"" and mentions his birth date?",doc_frew_mcmillan_d1ba360609,
ex_phrase_0012,exact_file_lookup,exact_phrase_lookup,final,True,ex_phrase_cand_0021,5a8483705542992ef85e2415,accepted,accepted_llm_verified,"Which document contains the exact phrase ""Park Hae-jin and Kang So-ra."" and lists a South Korean actor from the television series starring Lee Jong-suk who also had a leading role in the movie ""Man to Man""?",doc_doctor_stranger_ec0b207197,
ex_phrase_0013,exact_file_lookup,exact_phrase_lookup,final,True,ex_phrase_cand_0022,5ab94b11554299743d22eac9,accepted,accepted_llm_verified,"Which document contains the exact phrase ""Region of Southern Denmark"" and describes a town on the Jutland peninsula with a population of 1,465 as of 1 January 2014?",doc_bredebro_148a0b91f6,
ex_phrase_0014,exact_file_lookup,exact_phrase_lookup,final,True,ex_phrase_cand_0023,5a8779dc5542994846c1cd8c,accepted,accepted_llm_verified,"Which document contains the exact phrase ""The Children of Lir"" and describes the debut album genre of Loudest Whisper?",doc_the_children_of_lir_loudest_whisper_album_8156b5ad2a,
ex_phrase_0015,exact_file_lookup,exact_phrase_lookup,final,True,ex_phrase_cand_0024,5a8ce09b554299585d9e374e,accepted,accepted_llm_verified,"Which document contains the exact phrase ""Commonwealth of Nations"" and states that the use of English in most member countries was inherited from British colonisation?",doc_english_in_the_commonwealth_of_nations_7c3859ae9d,
ex_phrase_0016,exact_file_lookup,exact_phrase_lookup,final,True,ex_phrase_cand_0026,5a7cac4755429907fabeeffc,accepted,accepted_llm_verified,"Which document contains the exact phrase ""Pennsylvania Railroad."" and states that the Shenandoah Valley Railroad had considerable backing from this entity?",doc_shenandoah_valley_railroad_1867_90_20de85db0c,
ex_phrase_0017,exact_file_lookup,exact_phrase_lookup,final,True,ex_phrase_cand_0027,5ae1ac6b554299492dc91b61,accepted,accepted_llm_verified,"Which document contains the exact phrase ""Cargo of Innocents"" and mentions the film's director?",doc_stand_by_for_action_a3f17b92e1,
ex_phrase_0018,exact_file_lookup,exact_phrase_lookup,final,True,ex_phrase_cand_0028,5a84dbe05542991dd0999e00,accepted,accepted_llm_verified,"Which document contains the exact phrase ""Patient Privacy Rights"" and mentions an award named after a Supreme Court associate justice?",doc_brandeis_award_privacy_419ed54836,
ex_phrase_0019,exact_file_lookup,exact_phrase_lookup,final,True,ex_phrase_cand_0029,5a8f557355429918e830d1f8,accepted,accepted_llm_verified,"Which document contains the exact phrase ""Warhammer Fantasy"" and describes Sylvania as a fictional land of dark forests home to vampires, ghouls, and other beings?",doc_sylvania_warhammer_c124494687,
ex_phrase_0020,exact_file_lookup,exact_phrase_lookup,final,True,ex_phrase_cand_0030,5ab413e55542996a3a969f1b,accepted,accepted_llm_verified,"Which document contains the exact phrase ""Starring Brooks"" and mentions the American actor, businessman, and animal welfare advocate known for playing Tom Bradford in ""Eight Is Enough""?",doc_spaceballs_d5f75cddd8,
