question_id,source_hotpot_id,question,answer,gold_doc_ids,gold_titles,gold_sentences,status,notes
mh_cand_0050,5a8c77de554299653c1aa082,Thomas Seller Wallace was shot in the chest by one of the fugitives in the incident on the outskirts of this town located how far west of Calgary?,126 km,doc_banff_alberta_6ca2396ef1|doc_thomas_seller_wallace_92a78555ac,"Banff, Alberta|Thomas Seller Wallace"," On 8 October 1935, Wallace was shot in the chest by one of the fugitives in the incident on the outskirts of Banff, Alberta, succumbing to his wounds later that day. ||  It is located in Alberta's Rockies along the Trans-Canada Highway, approximately 126 km west of Calgary and 58 km east of Lake Louise.",todo,
mh_cand_0051,5ae60d31554299546bf8303d,Which largest city of the Indian state of Rajasthan in Western India is the capital of Rajasthan,Jaipur,doc_government_of_rajasthan_84b89c5f62|doc_jaipur_ae3278311f,Government of Rajasthan|Jaipur," Jaipur is the capital of Rajasthan, and houses the Vidhan Sabha (Legislative Assembly) and the secretariat. || Jaipur ( ) is the capital and the largest city of the Indian state of Rajasthan in Western India.",todo,
mh_cand_0052,5add33525542994ed6169cd3,"Who was the first editor of the magazine in which ""The Gingerbread Man"" was published?",Mary Mapes Dodge,doc_st_nicholas_magazine_82d161ad7e|doc_the_ginger_bread_boy_55d0d40614,St. Nicholas Magazine|The Ginger Bread Boy," The story mentioned in the cartoon is based on ""The Gingerbread Man"", published in ""St. Nicholas Magazine"" magazine in 1875. ||  The first editor was Mary Mapes Dodge, who continued her association with the magazine until her death in 1905.",todo,
mh_cand_0053,5ac2da0d55429921a00ab074,"Who was the director of the 2002 motion picture drama which featured John Hiatt's ""Slow Turning""?",John Lee Hancock,doc_slow_turning_303ec1d77b|doc_the_rookie_2002_film_fcd483e5e1,Slow Turning|The Rookie (2002 film)," The single ""Slow Turning"" was also featured in the 2002 motion picture drama the ""The Rookie"" which starred Dennis Quaid. || The Rookie is a 2002 sports drama film directed by John Lee Hancock and produced by Walt Disney Pictures.",todo,
mh_cand_0054,5abbc6405542992ccd8e7f97,"Who released more EPs, Godsmack or Sloan?",Sloan,doc_godsmack_d12796a4f2|doc_sloan_band_5b152cc0f4,Godsmack|Sloan (band)," Since its formation, Godsmack has released six studio albums, one EP (""The Other Side""), four DVDs, one compilation album (""Good Times, Bad Times... Ten Years of Godsmack""), and one live album (""Live and Inspired""). || Sloan is a Toronto-based rock/power pop quartet from Halifax, Nova Scotia.",todo,
mh_cand_0055,5a7c31325542990527d55474,Little Leaper and the world's oldest rollercoaster are attractions at Lakemont Park in which U.S. state?,Pennsylvania,doc_lakemont_park_378ae49765|doc_little_leaper_e1d4fdc549,Lakemont Park|Little Leaper,"Little Leaper is a steel roller coaster at Lakemont Park in Altoona, Pennsylvania. || Lakemont Park, located in Altoona, Pennsylvania, houses the world's oldest-surviving roller coaster, the Leap-The-Dips.",todo,
mh_cand_0056,5a8a698255429930ff3c0dcf,In what year was the company that co-developed and distributed the BlackBerry DTEK60 founded?,1984,doc_blackberry_dtek60_f42b2e7ace|doc_blackberry_limited_76655c5a66,BlackBerry DTEK60|BlackBerry Limited,"BlackBerry DTEK60 is an Android smartphone co-developed and distributed by BlackBerry Limited, and manufactured by TCL. ||  BlackBerry was founded in 1984 as Research In Motion by Mike Lazaridis and Douglas Fregin.",todo,
mh_cand_0057,5ab269a85542993be8fa990c,"No More Mr. Nice Guy features what American country music singer who wrote for Montomery Gentry and Tim McGraw, and was born when?","August 27, 1961",doc_jeffrey_steele_d5fe9da7ee|doc_no_more_mr_nice_guy_steve_wariner_album_9811db533f,Jeffrey Steele|No More Mr. Nice Guy (Steve Wariner album)," This song features former Pearl River member Derek George (who would later go on to found the band Williams Riley), former Boy Howdy member Jeffrey Steele, as well as Bryan White and Bryan Austin. || Jeffrey LeVasseur (born August 27, 1961) is an American country music singer and songwriter, more commonly known by the name Jeffrey Steele. ||  Along with recording his own material, Steele has become a prolific Nashville songwriter, having co-written more than sixty hit songs for such artists as Montgomery Gentry, Tim McGraw, Faith Hill, LeAnn Rimes, Rascal Flatts, Billy Ray Cyrus, and others.",todo,
mh_cand_0058,5ae52d335542990ba0bbb1e8,Who directed the 2014 film in which Isobelle Molloy had her film debut?,Robert Stromberg,doc_isobelle_molloy_b46edca521|doc_maleficent_film_bcdacef78a,Isobelle Molloy|Maleficent (film)," She had her film debut as Young Maleficent in the 2014 Disney fantasy film, ""Maleficent"". || Maleficent is a 2014 American dark fantasy film directed by Robert Stromberg from a screenplay by Linda Woolverton, and starring Angelina Jolie as the titular character with Sharlto Copley, Elle Fanning, Sam Riley, Imelda Staunton, Juno Temple, and Lesley Manville in supporting roles.",todo,
mh_cand_0059,5ab66b135542995eadeeffc2,"Which singer-songwriter is known as Mr. Biggs, Joe Elliott or Ronald Isley?",Ronald Isley,doc_joe_elliott_048bcdbaaf|doc_ronald_isley_d62ea80d70,Joe Elliott|Ronald Isley,"Joseph Thomas Elliott Jr. (born 1 August 1959) is an English singer-songwriter and musician, best known as the lead singer of the English rock band Def Leppard. || Ronald Isley ( ; born May 21, 1941) also known as Ron Isley and Mr. Biggs, is an American recording artist, songwriter, record producer, and occasional actor.",todo,
mh_cand_0060,5ab28e3f554299722f9b4d5a,How many members are in the Party that Jack Eddington is a member of as of October 2010?,"426,005 members",doc_independence_party_of_new_york_873c8a9d16|doc_jack_eddington_0ebc0f435b,Independence Party of New York|Jack Eddington," Eddington is a member of the Independence Party. ||  As of October 2010, there were 426,005 members statewide.",todo,
mh_cand_0061,5a8006265542992097ad2fce,"What actress appeared on ""The Sing-Off"" before her role in the film directed and co-produced by Elizabeth Banks?",Kelley Jakle,doc_kelley_jakle_d5ad54702d|doc_pitch_perfect_2_4ef0fa5623,Kelley Jakle|Pitch Perfect 2,"Pitch Perfect 2 is a 2015 American musical comedy film directed and co-produced by Elizabeth Banks and written by Kay Cannon. ||  The film features an ensemble cast, including Anna Kendrick, Rebel Wilson, Hailee Steinfeld, Brittany Snow, Alexis Knapp, Hana Mae Lee, Ester Dean, Chrissie Fit, Kelley Jakle and Shelley Regner as The Bellas. ||  She is also known for her appearances on the first and second seasons of ""The Sing-Off"" in 2009 and 2010.",todo,
mh_cand_0062,5ac494b15542997ea680ca89,"What is the author of the upcoming 2017 epic fantasy novel, ""Oathbringer"", best known for?",the Cosmere universe,doc_brandon_sanderson_7ab46d1810|doc_oathbringer_dddb8bd8d1,Brandon Sanderson|Oathbringer,"Oathbringer is an upcoming 2017 epic fantasy novel written by American author Brandon Sanderson and the third book in ""The Stormlight Archive"" series. ||  He is best known for the Cosmere universe, in which all his adult fantasy books most notably the ""Mistborn"" series and ""The Stormlight Archive"", are set; and his work in finishing Robert Jordan's epic fantasy series ""The Wheel of Time"".",todo,
mh_cand_0063,5a7f3ea355429934daa2fd3e,"Which singer began as a solo artist, Lee Gi-kwang or Natalie Merchant?",Lee Gi-kwang,doc_lee_gi_kwang_692f507859|doc_natalie_merchant_8e12297cdc,Lee Gi-kwang|Natalie Merchant,"Lee Gi-kwang (Korean: 이기광 ; born March 30, 1990), known professionally as Gikwang or Kikwang, is a South Korean singer-songwriter and actor. ||  He originally debuted as solo singer with the stage name AJ (Ace Junior), releasing his first mini album ""First Episode: A New Hero"" on April 4, 2009. ||  She joined the American alternative/folk rock band 10,000 Maniacs in 1981 and left it to begin her solo career in 1993.",todo,
mh_cand_0064,5ae687635542996d980e7be6,Who directed the 2015 film in which Alia Shawkat plays Gertie Michaels?,Todd Strauss-Schulson,doc_alia_shawkat_4739f7a9a5|doc_the_final_girls_2d749bafdb,Alia Shawkat|The Final Girls," She starred as Maeby Fünke in the Fox/Netflix television series ""Arrested Development"" (2003–2006; 2013–present), and as Gertie Michaels in the 2015 horror-comedy film ""The Final Girls"". || The Final Girls is a 2015 American slasher comedy film, directed by Todd Strauss-Schulson and written by M.A. Fortin and Joshua John Miller.",todo,
mh_cand_0065,5ae838335542997ec272777a,"Who directed Revolver, the 2005 crime thriller starring the English actor Jason Statham?",Guy Ritchie,doc_jason_statham_c049858b8e|doc_revolver_2005_film_5de704ec1f,Jason Statham|Revolver (2005 film),"Revolver is a 2005 British-French crime thriller film co-written and directed by Guy Ritchie and starring Jason Statham, Ray Liotta, Vincent Pastore and André Benjamin. || Jason Statham ( born 26 July 1967) is an English actor, and a former model and competitive diver.",todo,
mh_cand_0066,5ae356585542992f92d82292,Snow White and the Seven Dwarfs was a ballet rising from the success of the ballet composed by whom?,Sergei Prokofiev,doc_cinderella_prokofiev_72b518ea8b|doc_snow_white_and_the_seven_dwarfs_ballet_741dbff1d7,Cinderella (Prokofiev)|Snow White and the Seven Dwarfs (ballet),"Snow White and the Seven Dwarfs is a non-traditional modern ballet rising from the success of other fairytale ballets such as ""Cinderella"", ""Coppélia"", and ""Alice in Wonderland"". || Cinderella (Russian: Золушка , ""Zolushka""; French: ""Cendrillon"") Op. 87, is a ballet composed by Sergei Prokofiev to a scenario by Nikolai Volkov.",todo,
mh_cand_0067,5ac077655542996f0d89cbe4,"The Blink-182 song ""Ghost on the Dance Floor"" was speculated to be inspired by the death of a DJ that died in what year?",2009,doc_dj_am_b895bec053|doc_ghost_on_the_dance_floor_d3d49dfac0,DJ AM|Ghost on the Dance Floor," The song was speculated to be inspired by the death of Barker's close friend and collaborator Adam Goldstein (DJ AM). || DJ AM (born Adam Michael Goldstein; March 30, 1973 – August 28, 2009) was an American disc jockey (DJ).",todo,
mh_cand_0068,5a7c392855429935c91b5133,What nationality are both Andy Bakjian and Richard C. Sarafian?,American,doc_andy_bakjian_f5ea1a6621|doc_richard_c_sarafian_ab73ece592,Andy Bakjian|Richard C. Sarafian,"Andy Bakjian (August 20, 1914 – February 26, 1986) was a Hall of Fame Track and Field official and author on the subject. || Richard Caspar Sarafian (April 28, 1930 – September 18, 2013) was an American television and film director and actor.",todo,
mh_cand_0069,5a8113d455429938b61422ac,"What multi-purpose arena in Southaven, Mississippi is the home of the Memphis Hustle and the Mississippi RiverKings?",The Landers Center,doc_landers_center_3ab76f4674|doc_memphis_hustle_cb84e604f6,Landers Center|Memphis Hustle,"The Memphis Hustle are an American professional basketball team of the NBA G League announced to begin play for the 2017–18 season as an affiliate of the Memphis Grizzlies of the National Basketball Association (NBA). ||  Based in the Memphis suburb of Southaven, Mississippi, the team will play their home games at the Landers Center. || The Landers Center is an 8,400-seat multi-purpose arena in Southaven, Mississippi. ||  It is home to the Mississippi RiverKings, a team in the Southern Professional Hockey League.",todo,
mh_cand_0070,5ac3f83b554299204fd21ee5,"Grinderman and DIIV, are bands of which mutual genre?",rock,doc_diiv_58473c83c8|doc_grinderman_7a8e0f027f,DIIV|Grinderman,"Grinderman was an Australian-British rock band that formed in London, United Kingdom, in 2006. || DIIV is an American rock band from Brooklyn, New York City, formed in 2011.",todo,
mh_cand_0071,5ac194dc5542994ab5c67d85,"The Mitchell County School District is a public school district in Mitchell County, Georgia, based in Camilla, a city in Mitchell County, Georgia, and is its county seat, is in which country?",United States,doc_camilla_georgia_e33949341c|doc_mitchell_county_school_district_778a1f1eeb,"Camilla, Georgia|Mitchell County School District","The Mitchell County School District is a public school district in Mitchell County, Georgia, United States, based in Camilla. || Camilla is a city in Mitchell County, Georgia, United States, and is its county seat.",todo,
mh_cand_0072,5a7a8ad75542995eb53be861,"Which magazine came out first, Architectural Digest or Human Rights Quarterly?",Architectural Digest,doc_architectural_digest_25c8a0eee2|doc_human_rights_quarterly_a1b4abd57f,Architectural Digest|Human Rights Quarterly,Architectural Digest is an American monthly magazine founded in 1920. || Human Rights Quarterly (HRQ) is a quarterly academic journal founded by Richard Pierre Claude in 1982 covering human rights.,todo,
mh_cand_0073,5a90c3bf55429916514e7562,"The 1996 Australian Grand Prix was a Formula One motor race held on 10 March 1996, at Melbourne, this was the debut race of the future world champion Jacques Joseph Charles Villeneuve, a Canadian professional auto racing driver and amateur musician, and is the son of which Formula One driver?",Gilles Villeneuve,doc_1996_australian_grand_prix_42e3eb7e94|doc_jacques_villeneuve_6d13c791a2,1996 Australian Grand Prix|Jacques Villeneuve," This was the debut race of the future world champion Jacques Villeneuve. ||  He is the son of Formula One driver Gilles Villeneuve, and is the namesake of his uncle, who was also a racer.",todo,
mh_cand_0074,5a876e5b5542996e4f3087ee,Which cast member of Exit 57 also appears on BoJack Horseman ?,Amy Sedaris,doc_amy_sedaris_aadf1f5842|doc_exit_57_21c5b0ed82,Amy Sedaris|Exit 57,"Exit 57 is a 30-minute sketch comedy series that aired on the American television channel Comedy Central from 1995 to 1996; its cast was composed of comedians Amy Sedaris, Paul Dinello, Stephen Colbert, Jodi Lennon, and Mitch Rouse, all of whom had previously studied improv at The Second City in Chicago. ||  Since 2014, Sedaris has voiced the character Princess Carolyn in the Netflix animated series ""BoJack Horseman"".",todo,
mh_cand_0075,5a8f4e525542992414482a2f,"What area of Hong Kong is in the northern part of Mong Kok, where the north end of Canton Road terminates?",the Prince Edward area,doc_canton_road_7ef6e0149a|doc_mong_kok_8971576aad,Canton Road|Mong Kok, It starts from the junction with Salisbury Road in the south and ends in the north at the junction with Lai Chi Kok Road in the Prince Edward area. ||  The Prince Edward area occupies the northern part of Mong Kok.,todo,
mh_cand_0076,5ab3d9c355429976abd1bcb4,Which opera did this American composer and pianist whose Broadway show songs were included in The Passing Show of 1916 compose?,Porgy and Bess,doc_george_gershwin_7d55849349|doc_the_passing_show_of_1916_b5a9422e5a,George Gershwin|The Passing Show of 1916," It included the first George Gershwin songs introduced in a Broadway show. || George Jacob Gershwin ( ; September 26, 1898 July 11, 1937) was an American composer and pianist. ||  Among his best-known works are the orchestral compositions ""Rhapsody in Blue"" (1924) and ""An American in Paris"" (1928) as well as the opera ""Porgy and Bess"" (1935).",todo,
mh_cand_0077,5a7325ba5542992359bc3249,"What is the clock tower situated outside Dolmabahçe Palace in Istanbul, Turkey called,  Dolmabahçe Clock Tower or Yoros Castle?",Dolmabahçe Clock Tower,doc_dolmabah_e_clock_tower_d111e6836e|doc_yoros_castle_6b592f03a8,Dolmabahçe Clock Tower|Yoros Castle,"Dolmabahçe Clock Tower (Turkish: ""Dolmabahçe Saat Kulesi"" ) is a clock tower situated outside Dolmabahçe Palace in Istanbul, Turkey. || Yoros Castle (Turkish: ""Yoros kalesi"" ) is a Byzantine ruined castle at the confluence of the Bosphorus and the Black Sea, to the north of Joshua's Hill, in Istanbul, Turkey.",todo,
mh_cand_0078,5ae753715542997b22f6a6d9,40 Pounds of Trouble is a retelling of the story by the newspaperman of what nationality?,American,doc_40_pounds_of_trouble_c7fc92179a|doc_damon_runyon_8e14f425a1,40 Pounds of Trouble|Damon Runyon," It is a retelling of Damon Runyon's story ""Little Miss Marker"". || Alfred Damon Runyon (October 4, 1880 – December 10, 1946) was an American newspaperman and short story writer.",todo,
mh_cand_0079,5a7eb87f55429934daa2fc4f,The 2000 United States Senate election winner later resigned amid what investigation?,Senate Ethics Committee investigation,doc_john_ensign_1f792a1d1a|doc_united_states_senate_election_in_nevada_2000_7900bb56b2,"John Ensign|United States Senate election in Nevada, 2000"," Incumbent Democrat Richard Bryan decided to retire, instead of seeking a third term. ||  He resigned amid a Senate Ethics Committee investigation.",todo,
mh_cand_0080,5a77601e5542994aec3b72bc,"Which breed was originally from Brittany, a historical kingdom of France, Old English Terrier or Basset Fauve de Bretagne?",Basset Fauve de Bretagne,doc_basset_fauve_de_bretagne_588e406334|doc_old_english_terrier_6b49f35320,Basset Fauve de Bretagne|Old English Terrier,"The Old English Terrier is a dog breed of the terrier type. || The Basset Fauve de Bretagne is a short-legged hunting breed of dog of the scent hound type, originally from Brittany, a historical kingdom of France.",todo,
mh_cand_0081,5ae69eac5542996d980e7c63,Which rock music fusion genre is adopted by Christian metal band Embodyment on their fourth album?,Alternative metal,doc_alternative_metal_63537f4935|doc_songs_for_the_living_20ba070019,Alternative metal|Songs for the Living,"Songs for the Living is the fourth album by the Christian metal band Embodyment. ||  The album was the biggest departure from the band's original Death metal/deathcore sound, the album being more of an Alternative metal. || Alternative metal (also known as alt-metal) is a rock music fusion genre that infuses heavy metal with influences from alternative rock and other genres not normally associated with metal.",todo,
mh_cand_0082,5a8f75615542995b44242048,"Kevin Stanley Beeston FCMA is chairman of Taylor Wimpey plc and Equiniti Group plc, Senior Independent Director of Severn Trent plc, Non-Executive Director of which British brewery and pub operator, that it operates over 1,700 pubs in the UK, and is the world's largest brewer of cask ale?",Marston Group Limited,doc_kevin_beeston_cbd0f8cc9f|doc_marston_s_brewery_8b424245e5,Kevin Beeston|Marston's Brewery,"Kevin Stanley Beeston FCMA is chairman of Taylor Wimpey plc and Equiniti Group plc, Senior Independent Director of Severn Trent plc, Non-Executive Director of Marston Group Limited and a director of the Premier League. || Marston's is a British brewery and pub operator.",todo,
mh_cand_0083,5a7ac38f55429927d897bf0c,"Between Darwin's Nightmare and The Cove, which film was released earlier?",Darwin's Nightmare,doc_darwin_s_nightmare_e05aa71593|doc_the_cove_film_4ce45157c4,Darwin's Nightmare|The Cove (film),"Darwin's Nightmare is a 2004 Austrian-French-Belgian documentary film written and directed by Hubert Sauper, dealing with the environmental and social effects of the fishing industry around Lake Victoria in Tanzania. || The Cove is a 2009 documentary film directed by Louie Psihoyos which analyzes and questions dolphin hunting practices in Japan.",todo,
mh_cand_0084,5ab5aad65542992aa134a37c,What Italian pop music duo stared in the 1968 film L'oro del mondo directed by Aldo Grimaldi?,Al Bano and Romina Power,doc_al_bano_and_romina_power_8e0c7aa450|doc_l_oro_del_mondo_1f90cf492c,Al Bano and Romina Power|L'oro del mondo,"L'oro del mondo (Italian for ""The gold of the world"") is a 1968 Italian musicarello film directed by Aldo Grimaldi and starring Al Bano and Romina Power. || Al Bano and Romina Power are an Italian pop music duo formed in 1975 by then-married couple Albano Carrisi and Romina Power.",todo,
mh_cand_0085,5ae0c13a5542993d6555ec40,What is the area code of the British Overseas Territory in the Caribbean?,284,doc_area_code_284_4017c35680|doc_british_virgin_islands_1fc1b5b29c,Area code 284|British Virgin Islands,"Area code 284 is the local telephone area code of the British Virgin Islands (BVI). || The British Virgin Islands (BVI), officially simply ""Virgin Islands"", are a British Overseas Territory in the Caribbean, to the east of Puerto Rico.",todo,
mh_cand_0086,5ae4b68355429970de88da02,When was the Canadian professional ice hockey left winger who was sent to Buffalo Sabres born,"August 2, 1991",doc_evander_kane_2bcafbd32e|doc_jack_roslovic_90e2eaacaa,Evander Kane|Jack Roslovic," The Jets acquired the draft pick in a trade that sent Evander Kane and Zach Bogosian to the Buffalo Sabres in exchange for Tyler Myers, Drew Stafford, Joel Armia, and Brendan Lemieux. || Evander Frank Kane (born August 2, 1991) is a Canadian professional ice hockey left winger currently playing for the Buffalo Sabres of the National Hockey League (NHL).",todo,
mh_cand_0087,5ae212d4554299495565d9e0,"The first major project for the Roller Coaster Corporation of America was renamed, and is now called what?",Iron Rattler,doc_iron_rattler_1de2147b7f|doc_roller_coaster_corporation_of_america_dbcc0b9700,Iron Rattler|Roller Coaster Corporation of America,"Roller Coaster Corporation of America (abbreviated RCCA) is an amusement ride manufacturer based in the United States. ||  The company's first major project was the Rattler at Six Flags Fiesta Texas in 1992, while their most famous coaster was the Son of Beast at Kings Island, the world's tallest and first looping wooden coaster when it opened in 2000. || Iron Rattler is a steel roller coaster located at Six Flags Fiesta Texas in San Antonio, Texas. ||  The ride opened in 2013, replacing The Rattler, a wooden roller coaster, by putting a new steel track on top of The Rattler's wooden support structure. ||  The distance between the lowest and highest points of the first drop was increased from 124 to and the drop was made steeper by changing the angle to 81 degrees. ||  The resulting modifications increased the speed of the trains from 65 to .",todo,
mh_cand_0088,5a7176715542994082a3e845,What century was Konstantin Somov born into a family of a Hermitage Museum curator?,18th-century,doc_hermitage_museum_1443bccb88|doc_konstantin_somov_fb92c94c82,Hermitage Museum|Konstantin Somov," Born into a family of a major art historian and Hermitage Museum curator Andrey Ivanovich Somov, he became interested in 18th-century art and music at an early age. ||  It has been open to the public since 1852.",todo,
mh_cand_0089,5adf353e5542993a75d26426,Where did Kent Patterson play his home games until he became a free agent?,Intrust Bank Arena,doc_kent_patterson_454e0d85ef|doc_wichita_thunder_ff5357fd36,Kent Patterson|Wichita Thunder,"Kent Patterson (born September 15, 1989) is an American professional ice hockey goaltender. ||  In January 2010 (the second half of the 2009–10 season), the team began playing its home games at the newly built Intrust Bank Arena.",todo,
mh_cand_0090,5abdb12e55429965af743dcb,Li Fanghua is an editor of what peer reviewed journal of physics?,Chinese Journal of Physics,doc_chinese_journal_of_physics_75e5132659|doc_li_fanghua_4a2e40951e,Chinese Journal of Physics|Li Fanghua," She is also the director of Chinese Society of Physics and China Union of Crystallography, and an editor of the ""Journal of Chinese Electron Microscopy Society"", ""J. Electron Microscopy"", ""Chinese Physics Letter"", and ""Chinese Journal of Physics"". || The Chinese Journal of Physics is a peer reviewed journal of physics.",todo,
